      ,x1        ,x2       ,x3         ,x4       ,x5        ,x6        ,x7  ,x8       ,x9       ,x10      ,x11      ,x12   ,x13
 1023 ,101.34788 ,0.60393  ,-101.13369 ,-3.23211 ,111.14934 ,25.66132  ,1.0 ,-1.87601 ,-3.25564 ,13.03133 ,-0.56344 ,True  ,4.56173
 1024 ,101.31939 ,-0.17449 ,-100.12308 ,-3.20211 ,111.32302 ,25.70709  ,3.0 ,-1.57238 ,0.14987  ,10.15497 ,-3.23573 ,False ,4.56535
 1025 ,100.12447 ,0.27915  ,-100.61974 ,-3.28021 ,109.87969 ,21.34847  ,4.0 ,-1.17533 ,-1.11532 ,12.39460 ,-2.48630 ,False ,4.50312
 1026 , 96.45061 ,-0.69933 ,-98.02251  ,-3.25226 ,106.18469 ,18.30345  ,2.0 ,-2.42813 ,-1.68223 ,13.58655 ,0.17816  ,True  ,4.33242
 1027 , 96.51824 ,0.22220  ,-96.24837  ,-3.21631 ,106.53275 ,20.16061  ,1.0 ,1.20507  ,0.05284  ,11.88298 ,-3.34286 ,False ,4.34467
 1028 , 95.55881 ,-0.93659 ,-95.94892  ,-3.20392 ,105.63167 ,20.88355  ,3.0 ,-0.40523 ,-0.86109 ,10.50637 ,-2.85549 ,True  ,4.29820
 1029 , 97.96999 ,-0.36354 ,-102.18261 ,-3.23301 ,107.91973 ,6.77454   ,1.0 ,-2.59324 ,-2.26434 ,13.23573 ,-0.40376 ,True  ,4.38759
 1030 ,103.78784 ,0.17627  ,-102.09014 ,-3.27771 ,113.49817 ,29.30010  ,4.0 ,1.02017  ,1.53181  ,10.00579 ,-0.70948 ,False ,4.67894
 1031 ,100.61059 ,-0.36269 ,-93.94631  ,-3.25039 ,110.44228 ,30.56207  ,2.0 ,-1.36399 ,-1.10739 ,11.71293 ,-1.28317 ,True  ,4.56080
 1032 ,100.18645 ,0.55948  ,-98.36193  ,-3.22855 ,110.00949 ,27.15122  ,1.0 ,-1.73662 ,-1.10117 ,11.93214 ,-1.00641 ,False ,4.51751
 1033 , 99.74084 ,0.08579  ,-104.28366 ,-3.24508 ,109.59779 ,18.75792  ,2.0 ,0.69208  ,0.05145  ,11.49268 ,-1.58179 ,False ,4.46562
 1034 ,101.47751 ,-0.67239 ,-101.20032 ,-3.21473 ,111.40630 ,32.98085  ,3.0 ,0.42087  ,-0.89314 ,13.78733 ,0.56395  ,True  ,4.56787
 1035 ,107.64714 ,0.09453  ,-105.30860 ,-3.22369 ,117.58063 ,38.56448  ,1.0 ,0.75529  ,-1.18474 ,14.15753 ,-0.53078 ,False ,4.85581
 1036 ,104.94301 ,-0.50228 ,-103.75530 ,-3.22371 ,114.83158 ,28.70076  ,1.0 ,0.67702  ,2.34657  , 8.35714 ,3.44399  ,True  ,4.72837
 1037 , 96.07096 ,0.87068  ,-99.15921  ,-3.23950 ,105.91470 ,14.62187  ,2.0 ,-1.13867 ,1.14812  ,10.19980 ,3.19953  ,True  ,4.30775
 1038 ,100.89838 ,-0.29214 ,-97.81075  ,-3.19389 ,110.93162 ,28.97134  ,3.0 ,0.70612  ,-1.00497 ,11.72301 ,-1.95694 ,True  ,4.55587
 1039 , 95.50712 ,-0.33561 ,-102.01147 ,-3.24038 ,105.31876 ,25.26470  ,2.0 ,2.23983  ,-0.16951 ,12.27713 ,-2.02434 ,True  ,4.26530
 1040 , 97.91641 ,-0.41987 ,-105.74460 ,-3.22958 ,107.84650 ,28.39181  ,1.0 ,0.35559  ,0.44518  ,11.15000 ,2.63436  ,True  ,4.36710
 1041 ,104.25489 ,-0.32272 ,-101.10339 ,-3.22103 ,114.17126 ,25.52469  ,1.0 ,-0.09162 ,-2.20005 ,11.83609 ,-0.24883 ,True  ,4.70723
 1042 , 95.11723 ,0.10116  ,-99.74715  ,-3.24964 ,105.00033 ,30.18912  ,2.0 ,0.02395  ,0.08960  , 9.63016 ,-3.04141 ,False ,4.25713
 1043 ,105.89241 ,0.11701  ,-100.53001 ,-3.26932 ,115.68069 ,35.73458  ,4.0 ,-1.73864 ,-2.68372 ,12.28261 ,-1.47055 ,False ,4.79197
 1044 ,101.56191 ,0.11698  ,-96.23535  ,-3.24851 ,111.42786 ,47.90686  ,2.0 ,-0.92947 ,0.86886  ,11.13679 ,1.06973  ,False ,4.59692
 1045 ,104.34629 ,-0.03410 ,-98.29276  ,-3.22426 ,114.25931 ,22.51068  ,1.0 ,1.74451  ,-0.09638 ,10.71388 ,-2.79828 ,False ,4.72585
 1046 , 96.62690 ,0.23872  ,-101.12555 ,-3.23603 ,106.67577 ,40.31875  ,1.0 ,-1.69439 ,0.30714  ,11.05178 ,-2.50042 ,False ,4.32572
 1047 ,101.92571 ,0.20228  ,-102.85423 ,-3.23561 ,111.86022 ,13.90846  ,1.0 ,2.16589  ,2.61112  ,12.81111 ,0.16648  ,False ,4.58201
 1048 , 99.57804 ,0.15782  ,-99.82079  ,-3.23317 ,109.52740 ,26.52898  ,1.0 ,-1.87866 ,0.63680  ,11.10258 ,-0.15112 ,False ,4.47980
 1049 ,112.17499 ,0.75235  ,-100.81657 ,-3.23255 ,122.12301 ,24.11225  ,1.0 ,-0.42138 ,0.56229  , 7.99444 ,-1.35726 ,True  ,5.10467
 1050 , 99.29868 ,-0.50612 ,-101.86758 ,-3.21965 ,109.22033 ,25.48430  ,1.0 ,-0.21921 ,-0.35685 , 9.88781 ,2.11326  ,True  ,4.45560
 1051 , 91.96880 ,-0.28473 ,-98.97426  ,-3.23494 ,101.83024 ,25.46146  ,1.0 ,0.50988  ,2.70844  ,11.39491 ,-1.31845 ,True  ,4.10357
 1052 , 97.11642 ,-0.61589 ,-97.25951  ,-3.26521 ,106.83670 ,14.83794  ,4.0 ,0.54980  ,1.78027  , 8.38521 ,2.82371  ,True  ,4.36952
 1053 ,101.50911 ,-0.97080 ,-103.54476 ,-3.24254 ,111.29684 ,46.76365  ,2.0 ,-0.88567 ,0.52960  , 8.78674 ,-1.45588 ,True  ,4.55773
 1054 , 99.88113 ,-0.60207 ,-102.70323 ,-3.23055 ,109.76150 ,22.53783  ,1.0 ,-0.43946 ,-0.84036 ,11.03201 ,-1.74721 ,True  ,4.48054
 1055 , 94.75751 ,0.35707  ,-97.27040  ,-3.22900 ,104.67451 ,21.00440  ,1.0 ,-1.07493 ,0.15920  ,10.78036 ,1.69171  ,False ,4.25152
 1056 ,100.91371 ,-0.04343 ,-101.30176 ,-3.20387 ,110.79484 ,18.66492  ,3.0 ,-0.18129 ,0.42249  ,10.95833 ,-1.79696 ,False ,4.53918
 1057 ,100.15457 ,0.14897  ,-98.44428  ,-3.25045 ,110.02678 ,29.94059  ,2.0 ,1.84141  ,-0.48440 ,10.26958 ,-3.01983 ,False ,4.51551
 1058 ,106.70327 ,-0.32386 ,-98.16177  ,-3.27054 ,116.44950 ,23.33221  ,4.0 ,1.32581  ,1.84855  ,10.45169 ,-0.86114 ,True  ,4.84435
 1059 , 88.70826 ,-0.73194 ,-97.58815  ,-3.19684 , 98.76524 ,21.28259  ,3.0 ,-0.46392 ,3.25458  ,12.03816 ,-2.02295 ,True  ,3.94747
 1060 , 94.92255 ,-0.16421 ,-98.33218  ,-3.23299 ,104.83690 ,26.07378  ,1.0 ,0.74928  ,0.73619  , 6.96399 ,0.31084  ,False ,4.25447
 1061 , 97.34987 ,-0.45338 ,-98.18173  ,-3.23792 ,107.25684 ,34.50092  ,1.0 ,-1.54023 ,-3.28450 ,12.96206 ,-1.91299 ,True  ,4.37658
 1062 ,103.36844 ,-0.00918 ,-101.68953 ,-3.23677 ,113.18319 ,25.93618  ,1.0 ,-2.68886 ,-1.71591 ,11.97447 ,-1.01671 ,False ,4.65997
 1063 , 95.45662 ,-0.21387 ,-92.57462  ,-3.19783 ,105.35273 ,13.29046  ,3.0 ,0.71026  ,0.11234  ,10.18709 ,0.64077  ,False ,4.30996
 1064 , 99.79433 ,0.05140  ,-97.58799  ,-3.19652 ,109.69561 ,24.82633  ,3.0 ,-0.77040 ,0.28470  ,12.80060 ,4.32470  ,False ,4.50178
 1065 ,101.31687 ,-0.09434 ,-97.67101  ,-3.23431 ,111.19110 ,17.88543  ,1.0 ,0.31491  ,0.18496  ,11.05837 ,-2.88157 ,False ,4.57749
 1066 , 98.51682 ,-0.24992 ,-94.84808  ,-3.24202 ,108.33771 ,15.79063  ,2.0 ,0.69655  ,0.14175  ,12.48425 ,-2.30913 ,True  ,4.45160
 1067 ,103.73143 ,-0.20575 ,-100.28734 ,-3.25084 ,113.75917 ,42.10592  ,2.0 ,1.16981  ,0.47337  ,11.61764 ,-2.67508 ,True  ,4.68513
 1068 , 94.29186 ,-0.55349 ,-99.66460  ,-3.25170 ,104.31042 ,17.63549  ,2.0 ,0.63951  ,-0.53520 ,10.93738 ,-1.05879 ,True  ,4.21627
 1069 , 94.59747 ,-0.30246 ,-97.04180  ,-3.25508 ,104.56406 ,35.03545  ,2.0 ,-1.92945 ,0.63819  ,11.87324 ,0.09770  ,True  ,4.24466
 1070 ,102.34009 ,0.95193  ,-105.55586 ,-3.20092 ,112.31870 ,31.78991  ,3.0 ,0.45337  ,0.57979  ,10.19401 ,-1.62075 ,True  ,4.58923
 1071 , 99.79929 ,0.66291  ,-100.23076 ,-3.25047 ,109.81681 ,5.76799   ,2.0 ,-0.36409 ,0.13479  ,11.36398 ,1.28355  ,True  ,4.48881
 1072 , 98.22214 ,-0.32500 ,-98.94408  ,-3.20833 ,108.17466 ,26.88554  ,3.0 ,0.07527  ,0.24473  ,11.11586 ,1.28448  ,True  ,4.41639
 1073 , 98.31074 ,-0.31319 ,-96.44004  ,-3.24735 ,108.18193 ,24.73291  ,2.0 ,-1.58555 ,0.18610  , 7.24511 ,5.31588  ,True  ,4.43334
 1074 , 99.51828 ,-0.26110 ,-99.90141  ,-3.23383 ,109.50726 ,12.21167  ,1.0 ,0.04286  ,0.01808  ,13.14104 ,-2.23940 ,True  ,4.47641
 1075 ,103.27826 ,-0.16091 ,-99.23113  ,-3.27108 ,113.06398 ,27.90456  ,4.0 ,-1.50115 ,0.08706  ,12.71207 ,-0.40679 ,False ,4.66776
 1076 ,104.02804 ,0.05934  ,-103.23452 ,-3.26448 ,113.81467 ,-1.39688  ,4.0 ,-1.91727 ,1.97177  ,11.02177 ,-0.56658 ,False ,4.68523
 1077 , 98.26150 ,1.10832  ,-100.61311 ,-3.24702 ,108.10157 ,7.47939   ,2.0 ,-0.83193 ,-0.50924 , 9.85255 ,-3.88323 ,True  ,4.41001
 1078 , 99.64508 ,0.42057  ,-105.18622 ,-3.20937 ,109.61948 ,21.85158  ,3.0 ,-0.15592 ,0.70013  ,10.74396 ,-0.71362 ,False ,4.45632
 1079 ,111.22664 ,0.33495  ,-100.65390 ,-3.27711 ,120.99882 ,22.94762  ,4.0 ,1.21219  ,-0.07403 ,11.88733 ,-0.00262 ,False ,5.05806
 1080 ,107.45787 ,-0.43517 ,-101.68869 ,-3.18769 ,117.38300 ,39.10929  ,5.0 ,-0.62575 ,1.09345  ,13.18887 ,4.80514  ,True  ,4.86445
 1081 , 94.68553 ,-0.11591 ,-101.43155 ,-3.26681 ,104.48047 ,17.84408  ,4.0 ,0.06674  ,1.26242  , 7.02573 ,2.24951  ,False ,4.22712
 1082 , 99.71526 ,-0.19392 ,-99.07226  ,-3.22816 ,109.55813 ,22.91980  ,1.0 ,2.44554  ,2.84118  ,11.39039 ,-1.56159 ,False ,4.49040
 1083 , 97.45430 ,-0.12197 ,-97.32528  ,-3.24722 ,107.33126 ,14.93166  ,2.0 ,-1.14538 ,0.07698  ,12.16833 ,-2.65315 ,False ,4.38609
 1084 ,109.10181 ,-0.45353 ,-100.78354 ,-3.23718 ,119.14237 ,54.73498  ,1.0 ,-0.21742 ,-0.20895 ,10.27334 ,-2.59594 ,True  ,4.95117
 1085 , 94.43279 ,-0.50119 ,-103.26469 ,-3.25393 ,104.25941 ,23.13037  ,2.0 ,-0.78776 ,-2.53595 ,10.98932 ,0.36988  ,True  ,4.20532
 1086 , 98.85467 ,0.23039  ,-98.97015  ,-3.26263 ,108.63442 ,14.48887  ,4.0 ,0.97172  ,0.01356  ,10.33198 ,-2.43531 ,False ,4.44788
 1087 ,101.28575 ,-0.08531 ,-99.37016  ,-3.25124 ,111.30412 ,31.34607  ,2.0 ,0.61069  ,-0.27269 ,11.47324 ,5.53479  ,False ,4.56744
 1088 , 98.29173 ,0.42472  ,-99.19743  ,-3.22907 ,108.23316 ,29.64861  ,1.0 ,0.52631  ,1.10215  ,12.23598 ,-2.68001 ,False ,4.41860
 1089 , 98.81854 ,-0.27835 ,-98.45319  ,-3.21667 ,108.68406 ,20.75978  ,1.0 ,-1.30661 ,-1.79602 , 9.91815 ,-1.56551 ,True  ,4.44866
 1090 , 91.55683 ,-0.03129 ,-96.09086  ,-3.23372 ,101.40963 ,9.49530   ,1.0 ,-2.71318 ,-0.76021 ,11.05892 ,-1.94673 ,False ,4.09739
 1091 ,104.41552 ,0.05002  ,-98.39497  ,-3.20483 ,114.30266 ,39.53374  ,3.0 ,0.18498  ,-1.01330 , 9.88152 ,1.68258  ,False ,4.72880
 1092 , 88.97064 ,-0.20571 ,-97.66380  ,-3.25343 , 98.70876 ,19.76593  ,2.0 ,-2.82810 ,-0.71574 ,12.44764 ,-0.10748 ,True  ,3.96021
 1093 ,105.47405 ,-0.30514 ,-100.97780 ,-3.20673 ,115.49418 ,16.67938  ,3.0 ,0.22297  ,1.20289  ,12.64282 ,-3.97520 ,True  ,4.76881
 1094 ,102.92473 ,0.44368  ,-98.22248  ,-3.22202 ,112.84380 ,22.08018  ,1.0 ,2.32921  ,1.55438  , 8.85140 ,1.47356  ,False ,4.65512
 1095 , 90.35169 ,-0.10633 ,-96.41346  ,-3.23364 ,100.22124 ,28.86925  ,1.0 ,-0.85412 ,-0.94031 ,10.57002 ,-1.58460 ,False ,4.03552
 1096 , 96.41906 ,0.57343  ,-97.44630  ,-3.23226 ,106.24332 ,10.41830  ,1.0 ,-0.40006 ,0.19865  , 8.99773 ,-1.96826 ,False ,4.33372
 1097 ,104.73315 ,0.43827  ,-100.85032 ,-3.25899 ,114.56164 ,26.68062  ,2.0 ,-2.22952 ,-2.39319 ,12.44792 ,0.20467  ,False ,4.73241
 1098 , 97.51489 ,-0.43049 ,-95.32778  ,-3.23199 ,107.39742 ,27.65821  ,1.0 ,-1.13842 ,-0.02499 , 9.86403 ,-2.99698 ,True  ,4.39911
 1099 ,103.72484 ,-0.48456 ,-98.17822  ,-3.25454 ,113.68999 ,8.12586   ,2.0 ,0.71904  ,-0.51648 ,10.98887 ,0.93035  ,True  ,4.69535
 1100 ,100.86152 ,0.01074  ,-100.63183 ,-3.22692 ,110.69708 ,29.07087  ,1.0 ,1.54896  ,0.27086  , 9.95868 ,1.07164  ,False ,4.53992
 1101 , 90.46260 ,-0.57551 ,-99.02643  ,-3.21591 ,100.37377 ,-0.09114  ,1.0 ,-1.19284 ,-2.45436 ,12.38441 ,-1.35095 ,True  ,4.02800
 1102 ,100.30143 ,0.10855  ,-100.47846 ,-3.23512 ,110.19084 ,20.03722  ,1.0 ,2.01917  ,-1.24966 ,12.54978 ,-2.45530 ,False ,4.51268
 1103 , 94.55164 ,-1.00454 ,-99.43309  ,-3.28718 ,104.28687 ,18.43962  ,4.0 ,0.72890  ,2.82020  ,10.10636 ,4.56471  ,True  ,4.23042
 1104 ,102.69412 ,0.27819  ,-102.18381 ,-3.22154 ,112.54718 ,37.60841  ,1.0 ,2.07547  ,1.69579  ,11.56513 ,0.13074  ,False ,4.62379
 1105 ,101.09312 ,-0.11511 ,-100.54850 ,-3.22094 ,111.02598 ,41.38772  ,1.0 ,0.33477  ,-0.81704 ,11.22942 ,3.93657  ,False ,4.55191
 1106 ,100.61357 ,0.92210  ,-99.17286  ,-3.22746 ,110.45743 ,53.73385  ,1.0 ,0.11246  ,-0.57612 ,11.68696 ,-0.98842 ,True  ,4.53481
 1107 ,100.85851 ,0.15814  ,-100.44385 ,-3.21927 ,110.77852 ,37.74940  ,1.0 ,-0.89597 ,1.03609  ,11.73487 ,-0.90929 ,False ,4.54071
 1108 ,101.99689 ,-0.58700 ,-100.93919 ,-3.22548 ,111.88210 ,28.05907  ,1.0 ,-1.31539 ,-1.01030 ,10.91795 ,-2.32255 ,True  ,4.59515
 1109 , 94.06327 ,0.42427  ,-100.35158 ,-3.23470 ,103.93130 ,27.08434  ,1.0 ,1.27015  ,0.80517  , 7.41297 ,2.71717  ,False ,4.20141
 1110 ,100.87634 ,-0.00153 ,-105.23178 ,-3.26395 ,110.64268 ,26.15614  ,4.0 ,1.55916  ,3.63592  ,14.53525 ,-0.71289 ,False ,4.51766
 1111 ,100.65348 ,0.32949  ,-103.06719 ,-3.24791 ,110.53799 ,39.74516  ,2.0 ,0.72421  ,-0.81251 ,11.45968 ,-0.42991 ,False ,4.51734
 1112 ,100.96076 ,-0.16217 ,-103.16533 ,-3.22562 ,110.95343 ,22.93146  ,1.0 ,0.02181  ,0.85900  ,10.78194 ,1.06384  ,False ,4.53221
 1113 , 95.86575 ,-0.39973 ,-102.57935 ,-3.22715 ,105.82124 ,38.20027  ,1.0 ,-0.76379 ,-1.06854 ,11.45420 ,-0.31299 ,True  ,4.28039
 1114 ,108.76567 ,0.24239  ,-104.87017 ,-3.24630 ,118.58984 ,32.03401  ,2.0 ,-1.59627 ,2.12842  ,13.36681 ,-3.23954 ,False ,4.91393
 1115 , 91.17918 ,0.42580  ,-93.71104  ,-3.25960 ,100.86852 ,10.99547  ,2.0 ,-1.38176 ,-1.56575 ,14.07290 ,-2.00574 ,False ,4.09040
 1116 , 99.07581 ,0.04351  ,-99.21418  ,-3.26192 ,108.76390 ,-0.87034  ,4.0 ,2.13471  ,-0.07021 ,10.03867 ,-2.91637 ,False ,4.45772
 1117 ,110.45435 ,0.56380  ,-98.55193  ,-3.22248 ,120.45501 ,21.47941  ,1.0 ,1.68554  ,-0.88522 , 9.85673 ,-1.59155 ,False ,5.02996
 1118 ,105.10731 ,-0.19073 ,-101.68839 ,-3.23383 ,114.92327 ,37.37399  ,1.0 ,-0.44891 ,-0.40803 ,11.21304 ,-1.60571 ,False ,4.74692
 1119 , 99.09703 ,-0.28094 ,-98.89472  ,-3.26116 ,108.84205 ,0.83100   ,2.0 ,-0.38450 ,1.81651  , 9.22944 ,-2.42699 ,True  ,4.46038
 1120 ,101.75113 ,-0.49591 ,-103.19151 ,-3.24208 ,111.76995 ,30.61990  ,2.0 ,-0.60847 ,-0.43895 , 9.93649 ,1.02922  ,True  ,4.57160
 1121 ,101.04965 ,0.31288  ,-98.89605  ,-3.26433 ,110.87548 ,22.22424  ,4.0 ,0.01103  ,0.52145  ,11.22228 ,-1.27029 ,False ,4.55800
 1122 , 95.08166 ,-0.06077 ,-99.23788  ,-3.20455 ,105.14397 ,31.45172  ,3.0 ,1.62359  ,-1.11425 ,10.78063 ,-3.35876 ,False ,4.25789
 1123 , 97.68944 ,0.33700  ,-95.42838  ,-3.28120 ,107.44687 ,19.28913  ,4.0 ,0.30530  ,-0.17882 ,10.52148 ,0.63923  ,False ,4.40733
 1124 , 97.18100 ,0.02334  ,-100.57465 ,-3.23485 ,107.12873 ,19.52740  ,1.0 ,-2.75345 ,0.59531  ,12.19287 ,-2.25765 ,False ,4.35618
 1125 , 97.65111 ,0.12393  ,-100.04498 ,-3.27465 ,107.40979 ,10.26111  ,4.0 ,-1.00111 ,-1.00326 ,10.51865 ,-1.43518 ,False ,4.38233
 1126 , 97.11854 ,-0.20989 ,-97.43290  ,-3.28009 ,106.86696 ,14.53850  ,4.0 ,0.93743  ,1.15372  ,11.57145 ,0.05903  ,True  ,4.36876
 1127 , 97.08588 ,-0.19769 ,-96.52604  ,-3.23405 ,107.10347 ,14.83026  ,1.0 ,-0.92849 ,0.25193  , 9.40670 ,-2.14042 ,False ,4.37166
 1128 ,102.09213 ,0.72886  ,-101.98250 ,-3.20381 ,112.03371 ,33.55567  ,3.0 ,-0.40903 ,1.48052  ,11.10000 ,0.13849  ,True  ,4.59469
 1129 ,100.33462 ,-0.51690 ,-98.25881  ,-3.27224 ,110.05337 ,39.05370  ,4.0 ,-0.12081 ,-0.47206 , 9.32612 ,0.50997  ,True  ,4.52544
 1130 ,104.63311 ,0.45588  ,-100.96061 ,-3.23361 ,114.56478 ,37.20979  ,1.0 ,-0.29136 ,0.46049  ,10.04389 ,2.58625  ,False ,4.72685
 1131 , 91.26513 ,0.04684  ,-100.81204 ,-3.26731 ,101.07338 ,11.66621  ,4.0 ,-0.57913 ,-1.07298 ,11.13707 ,-2.64567 ,False ,4.05920
 1132 ,102.06724 ,-0.58430 ,-100.96531 ,-3.22023 ,112.00845 ,18.14206  ,1.0 ,0.39926  ,-0.90206 , 9.42754 ,2.98546  ,True  ,4.59854
 1133 ,107.97215 ,0.50614  ,-99.80673  ,-3.24877 ,117.75271 ,20.92042  ,2.0 ,-0.50752 ,-0.67721 ,10.99795 ,-2.33240 ,False ,4.89957
 1134 , 97.67246 ,-0.09371 ,-98.22434  ,-3.24206 ,107.55433 ,-0.90083  ,2.0 ,-0.34524 ,-1.38420 ,12.48503 ,-0.89829 ,False ,4.39250
 1135 ,104.16902 ,-0.28274 ,-98.66121  ,-3.26837 ,113.94475 ,31.06880  ,4.0 ,-0.17965 ,1.28392  , 9.94361 ,-1.10352 ,True  ,4.71514
 1136 , 96.80317 ,-0.79727 ,-99.25019  ,-3.23688 ,106.82917 ,12.09190  ,1.0 ,-0.32263 ,0.41416  ,11.33097 ,-3.97663 ,True  ,4.34391
 1137 , 96.64487 ,-0.45306 ,-100.59766 ,-3.25703 ,106.62668 ,23.83783  ,2.0 ,-0.20234 ,-0.56286 ,10.98671 ,1.02016  ,True  ,4.32926
 1138 ,101.41581 ,-0.17489 ,-97.84999  ,-3.19490 ,111.44387 ,49.45843  ,3.0 ,2.94248  ,-0.50679 , 8.56283 ,-3.01907 ,False ,4.58154
 1139 ,105.87413 ,-0.64883 ,-104.74094 ,-3.25855 ,115.86878 ,37.08724  ,2.0 ,-0.15849 ,1.11533  ,10.46028 ,1.34898  ,True  ,4.77000
 1140 , 95.57446 ,1.34309  ,-102.75730 ,-3.23463 ,105.52871 ,31.33317  ,1.0 ,-1.19388 ,-0.20607 ,11.30168 ,-1.97952 ,True  ,4.26494
 1141 ,104.09544 ,0.51423  ,-99.14551  ,-3.26655 ,113.82747 ,26.37715  ,4.0 ,0.14348  ,0.06191  ,13.64697 ,-1.61703 ,False ,4.70904
 1142 ,100.48037 ,-0.12383 ,-92.87294  ,-3.22288 ,110.41224 ,40.92179  ,1.0 ,2.28313  ,0.16690  ,12.58746 ,-2.86347 ,False ,4.55965
 1143 ,100.24318 ,-0.66637 ,-99.68217  ,-3.25180 ,110.12851 ,34.36019  ,2.0 ,0.53930  ,-0.00720 ,13.02236 ,0.92228  ,True  ,4.51375
 1144 , 98.16887 ,-0.58633 ,-97.07497  ,-3.24431 ,108.16267 ,13.36411  ,2.0 ,1.18304  ,-0.33641 ,11.02507 ,1.61555  ,True  ,4.42307
 1145 ,103.22658 ,0.37491  ,-100.62181 ,-3.24626 ,113.04017 ,33.49414  ,2.0 ,1.13155  ,-1.81277 ,10.87297 ,-3.47886 ,False ,4.65822
